smiles,Heiser_inh_index,MERS_inh_index,Touret_inh_index,pert_ID
COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,0.185889497,,,['BRD-K49075727']
S=C(NC1CCCCC1)N1CCC(C2C=NC=N2)CC1,,,0.004510976,['BRD-A85424553']
COc1ccc(S(=O)(=O)N2c3ccc(Cl)cc3C(O)(c3ccccc3Cl)C2C(=O)N2CCCC2C(N)=O)cc1OC,,58.125,,['BRD-K96720755']
Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1,,57.53333333,0.915667033,['BRD-K25224017']
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,0.185263335,56.2,0.038177819,['BRD-A02990301']
COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(OC(=O)CC(C)C)C(O)C(C)O2)C(N(C)C)C1O,0.080388823,50.7625,0.158920839,['BRD-K52431530']
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,,49.725,,['BRD-K54256913']
S=P(N1CC1)(N1CC1)N1CC1,,47.65,,['BRD-K09631521']
CCOC(=O)C12CC1C(=NO)c1ccccc1O2,,50.6,,['BRD-A18202423']
CC1CCC2C(C)C(OC(=O)CCC(=O)O)OC3OC4(C)CCC1C32OO4,0.214155167,72.375,0.480659682,"['BRD-A47829399', 'BRD-K79759031']"
COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,,50.7,,['BRD-K39621635']
CC(=O)OCC(=O)C12OC3(CCCC3)OC1CC1C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,-0.045068701,54.925,0.971509535,"['BRD-A16478930', 'BRD-A36010170', 'BRD-K45149020']"
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,,55.975,0.149607726,"['BRD-A66559694', 'BRD-A83855350', 'BRD-K88172511']"
CC(C(O)c1ccc(O)cc1)N1CCC(Cc2ccccc2)CC1,,51.78333333,1.159229615,['BRD-A24191444']
OC(CN1CCC(Cc2ccc(F)cc2)CC1)c1ccc(Cl)cc1,,56.075,,['BRD-A61392169']
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,,33.575,0.00429931,"['BRD-A79067928', 'BRD-K37798499', 'BRD-K46503544']"
CC(C)C(NC(=O)OCc1ccccc1)C(=O)NC(C=O)Cc1ccccc1,,60.325,,['BRD-K43245338']
Nc1nc(=O)[nH]cc1F,,55.0625,0.56457472,['BRD-K82143716']
CNC1CC(c2ccc(Cl)c(Cl)c2)c2ccccc21,,57.7,-0.326094716,['BRD-K01649396']
CCC1C(=O)OCC1Cc1cncn1C,0.113551989,51.205,0.021101357,['BRD-K85090592']
OCCn1cc(-c2cnc3nnn(Cc4ccc5ncccc5c4)c3n2)cn1,,53.5875,,['BRD-K73319509']
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)CCC12,,66.575,,['BRD-A95513702']
COC(c1ccccc1)(c1ccccc1)C(Oc1nc(C)cc(C)n1)C(=O)O,0.066873986,56.15,1.45860458,['BRD-A34578416']
O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1,0.242373866,58.025,-0.014825517,['BRD-K29582115']
C[S+](O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,60.1125,,['BRD-A37704979']
Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,90.53125,,['BRD-K54330070']
O=[N+]([O-])c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,,59.325,,['BRD-K77133231']
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,0.107818272,71.27,0.695472315,"['BRD-A55424491', 'BRD-K59456551']"
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,-0.064250005,51.3625,0.397235113,"['BRD-A59174698', 'BRD-K51465424']"
COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1,-0.229749271,53.5625,1.444869929,"['BRD-K54006094', 'BRD-M00539986']"
COc1ccc(CCN(C)CCc2ccc(OC)c(OC)c2)cc1OC,,54.55833333,,['BRD-K06208435']
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,-0.145938116,55.45833333,0.17388694300000002,['BRD-A97104540']
CC(Cc1ccc(OCC(=O)O)cc1)NCC(O)c1cccc(Cl)c1,,49.475,,['BRD-K07507905']
CC(=O)N(OCc1ccccc1)C1c2cc(C#N)ccc2OC(C)(C)C1O,,52.35,,['BRD-K42679050']
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,0.08025603099999999,53.48333333,0.47740643,['BRD-A19195498']
CNCCCN1c2ccccc2CCc2ccccc21,0.151760075,52.075,-0.12341214,['BRD-K60762818']
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,0.12907179800000002,54.865,-0.168934467,['BRD-K52989797']
CN(C)CCCN1c2ccccc2CCc2ccccc21,0.124349717,53.35833333,0.654565362,['BRD-K38436528']
CCOC(=O)OC(C)OC1=C(C(=O)Nc2ccccn2)N(C)S(=O)(=O)c2ccccc21,,54.025,-0.00375673,['BRD-A39172021']
C/C(=C\c1ccc(C(=O)O)cc1)c1ccc2c(c1)C(C)(C)CCC2(C)C,,52.63333333,,['BRD-K49685476']
COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1,,55.8,,['BRD-K31054881']
CC(C)C12OC1C1OC13C1(C)CCC4=C(COC4=O)C1CC1OC13C2O,,69.775,,"['BRD-A13122391', 'BRD-K39484304']"
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,,55.04375,0.096548515,['BRD-K45770447']
Cc1cc(C)cc(C(=O)OC2CC3CCC(C2)N3C)c1,,58.175,,['BRD-A84389633']
CN1C2CCC1CC(OC(=O)c1cc(Cl)cc(Cl)c1)C2,,57.85,,['BRD-A85587465']
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,0.079538681,53.50833333,0.138106191,['BRD-K78010432']
COc1cc(=O)n(C)c2c(OCC(O)C(C)(C)O)cccc12,,59.05,,['BRD-A49734948']
CCC(NC(C)C)C(O)c1ccc(O)c2[nH]c(=O)ccc12,,51.075,0.176013697,['BRD-A22684332']
C=CCN1CCC23c4c5ccc(O)c4OC2C(=NNC(=O)c2ccccc2)CCC3(O)C1C5,,52.6125,,['BRD-A41833852']
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C2NC(COCCOC)OC(C2C)C1(C)O,0.056508555,51.775,0.104974198,['BRD-K52756523']
CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,,54.125,,['BRD-K02953697']
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,0.173983367,54.875,0.035830577999999995,['BRD-K08806317']
CCn1c(=O)[nH]c2cc(Cl)c(Cl)cc21,,54.575,,['BRD-K32526544']
Cc1cc(SCc2sc(-c3ccc(C(F)(F)F)c(F)c3)nc2C)ccc1OCC(=O)O,,94.5625,,['BRD-K82983861']
Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,0.204034357,55.8,0.555375056,['BRD-K32311154']
O=C(CCCCCN1C(=O)c2cccc3cccc(c23)C1=O)NO,,49.425,,['BRD-K22503835']
O=C(O)CN1C(=O)c2cccc3cccc(c23)C1=O,,52.36666667,,['BRD-K35498378']
Nc1ccc2c3c(cccc13)C(=O)NC2=O,,52.425,,['BRD-K50214219']
Nc1nc2c(cnn2CCc2ccccc2)c2nc(-c3ccco3)nn12,,55.2,,['BRD-K81225797']
Nc1nc(Cl)nc2c1ncn2C1CC(O)C(CO)O1,0.078006996,43.7125,-0.279160604,['BRD-K93034159']
OCC1CCC(n2cnc3c(O)ncnc32)O1,0.132840769,54.325,0.132358537,['BRD-K99063460']
Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1F,-0.045840801,43.8875,,['BRD-A82371568']
Nc1nc(S)c2ncn(C3OC(CO)C(O)C3O)c2n1,0.23876595,56.075,0.832199372,['BRD-K75649340']
Nc1nc(Cl)nc2c1ncn2C1OC(CO)C(O)C1O,,53.85,,['BRD-K79511609']
Nc1nc(F)nc2c1ncn2C1OC(CO)C(O)C1O,,54.30833333,0.61885068,"['BRD-A31374339', 'BRD-K66788707', 'BRD-K72238567']"
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O,-0.022506297,53.4875,-0.012384984,['BRD-K72093121']
CCCCC#Cc1nc(NC)c2ncn(C3OC(CO)C(O)C3O)c2n1,,53.35,,['BRD-A00267231']
CCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O,,46.8625,,['BRD-A35338386']
Nc1ncnc2c1ncn2C1CCCO1,,51.9125,,['BRD-A56987319']
Nc1ncnc2c1ncn2C1OC(CO)CC1O,,51.4,,['BRD-K57954781']
CNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,,55.075,0.107287696,['BRD-K81807412']
Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,,55.425,0.116113879,['BRD-K85767870']
c1ccc(C2CN3CCSC3=N2)cc1,0.130222886,57.06875,0.2061628035,['BRD-A46393198']
OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,,59.325,,['BRD-K05181463']
Oc1ccc(-c2c(-c3ccccc3)nn3c(C(F)(F)F)cc(C(F)(F)F)nc23)cc1,,50.0,,['BRD-K76568384']
O=C(OCCN1CCOCC1)C1(c2ccccc2)CCCCC1,,61.35,,['BRD-K57304726']
CCCOc1ccccc1-c1nc2nn[nH]c2c(=O)[nH]1,,,0.277618394,['BRD-K12516989']
CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,,52.95,0.258573009,['BRD-K73394555']
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,,56.00833333,0.768453281,"['BRD-A35989968', 'BRD-K12002134', 'BRD-K19507340', 'BRD-K60132694']"
CC12CCC(=O)C=C1C=CC1C2CCC2(C)C1CCC2(O)CCC(=O)O,,52.15,0.204218079,"['BRD-A29322418', 'BRD-K46556543', 'BRD-K54264597']"
CC(=O)C1CCC2C3C=CC4=CC(=O)CCC4(C)C3CCC12C,0.014260503,60.6,0.5446507079999999,"['BRD-K11439261', 'BRD-K68620903']"
CC(=O)OC1(C(C)=O)CCC2C3C=C(C)C4=CC(=O)CCC4C3CCC21C,0.278198762,55.575,0.6186212879999999,"['BRD-K27351809', 'BRD-K71552035']"
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,0.248991556,60.1875,0.8914061759999999,"['BRD-A01593789', 'BRD-K90241462']"
COc1cc(CC2C(=O)OCC2Cc2ccc(OC)c(OC)c2)ccc1O,,55.3625,,['BRD-K53523901']
COc1ccc2c(c1)c(CC(=O)N1CCOCC1)c(C)n2C(=O)c1ccc(Cl)cc1,,56.325,,['BRD-K94379058']
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1,,70.025,,['BRD-K25186396']
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)c(OC)c3o2)cc1OC,,65.725,,['BRD-K06753942']
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,,61.275,,['BRD-K84996949']
COc1ccc2oc(-c3ccccc3)c(OC)c(=O)c2c1,,70.65,,['BRD-K32480606']
COc1cccc(-c2cc(=O)c3ccccc3o2)c1N,,58.86666667,,['BRD-K62810658']
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,,49.7,,['BRD-K43149758']
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2c(O)c(O)cc(O)c12,,52.1,,['BRD-K06692906']
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,,52.1875,,['BRD-K12807006']
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.4241180570000001,50.7,,['BRD-K97399794']
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,,51.6,,['BRD-K11590034']
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,,26.1,0.186173562,['BRD-K05236810']
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,,36.7375,,['BRD-K01493881']
O=c1cc(-c2ccccc2)oc2cc(O)ccc12,,61.275,,['BRD-K56450366']
CCCOc1ccccc1-c1nc2[nH]nnc2c(=O)[nH]1,,51.93,,['BRD-K16542329']
CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12,,,0.69436573,['BRD-K50128260']
Oc1cc2c(cc1O)C1c3ccccc3CNC1CC2,,58.275,,"['BRD-A99164655', 'BRD-K31471398']"
COC(=O)c1c(C)c2c(c(C)c1OC)OC(=O)c1c(C)c(Cl)c(OC)c(Cl)c1O2,,88.525,,['BRD-K61220632']
COC(=O)c1c(OC)cc2c(c1C)Oc1c(Cl)c(O)c(Cl)c(C)c1C(=O)O2,,90.425,,['BRD-K41603276']
CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,,43.0375,,['BRD-K88849294']
CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,,51.2375,,"['BRD-A34907681', 'BRD-K20482099']"
CC(=C(CCOP(=O)(O)O)SC(=O)c1ccccc1)N(C=O)Cc1cnc(C)nc1N,0.08382963,54.55,0.009051574,['BRD-K02571615']
O=C(C=Cc1ccccc1)NC(NC(=S)Nc1cccc2cccnc12)C(Cl)(Cl)Cl,,90.725,,['BRD-A77299732']
COC(=O)C1CC(OC(C)=O)C(=O)C2C1(C)CCC1C(=O)OC(c3ccoc3)CC12C,,54.5,,['BRD-K19284129']
O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,,53.3625,,"['BRD-K19216856', 'BRD-K55591206']"
CN(CCOc1ccc(CC(Nc2ccccc2C(=O)c2ccccc2)C(=O)O)cc1)c1ccccn1,,46.95,,['BRD-A15415227']
Cn1cc(-c2ccc3nnc(C(F)(F)c4ccc5ncccc5c4)n3n2)cn1,,55.4375,,['BRD-K02123250']
CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,0.148392021,75.4375,-0.207423348,['BRD-K13387373']
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,0.012876569,57.81666667,-0.12989767800000002,['BRD-K19352500']
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0.122363259,58.89166667,-0.168884442,['BRD-K55127134']
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,0.109385137,64.06666667,-0.145005526,['BRD-K10995081']
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,,68.975,-0.434916098,['BRD-K69600043']
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,,,-0.122936711,['BRD-K08619574']
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,,71.1,-0.169684842,['BRD-K89732114']
O=C(O)c1c(Sc2ccccc2)c2cc(Cl)ccc2n1Cc1ccc(Cl)cc1,,50.0125,,['BRD-K54708045']
CC1C=CC=CCCC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC(O)C(C(=O)O)C(O)CC(=O)CC(O)C(O)CCC(O)CC(O)CC(O)CC(=O)OC(C)C(C)C1O,,48.225,,['BRD-A56702968']
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CN)C(O)C(O)C3N)C2O)C(N)C(O)C1O,,51.25,0.095287275,['BRD-K71013094']
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,,55.14166667,0.293210799,['BRD-A99314711']
CCCCCCCCCCCC(CC1OC(=O)C1CCCCCC)OC(=O)C(CC(C)C)NC=O,0.250899935,56.65833333,,['BRD-K63343048']
O=C1C2CCN(CC2)C1(CO)CO,,52.175,,['BRD-K15318909']
OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.149319411,50.65,0.5297030970000001,['BRD-K05977355']
Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1,,61.5875,-0.137456011,['BRD-K32501161']
c1ccc(CCCN2CCN(CCOC(c3ccccc3)c3ccccc3)CC2)cc1,,56.575,,['BRD-K50135270']
NC1=NC(=O)C(c2ccccc2)O1,,48.425,,['BRD-A80793822']
C/C(=C(/CCO)SSCC1CCCO1)N(C=O)Cc1cnc(C)nc1N,0.066978328,58.45,1.385137645,['BRD-A71157293']
Cc1cn(C2CC(N=[N+]=[N-])C(CO)O2)c(=O)[nH]c1=O,,55.61666667,0.056232374,['BRD-K72903603']
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,,47.825,0.382601881,['BRD-K03243820']
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1F,,53.78125,-0.115900432,"['BRD-A80638690', 'BRD-K47832606']"
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,,43.9625,-0.01138701,['BRD-K76634210']
O=c1[nH]c(=O)n(C2CCCO2)cc1F,0.090630127,53.425,0.339969236,['BRD-A79903587']
Cn1cc[nH]c1=S,-0.015658202,53.2375,0.07649872,['BRD-K54416256']
CCOC(=O)n1ccn(C)c1=S,0.25106058600000003,50.875,0.07470373599999999,['BRD-K87156652']
CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,,55.85,0.7532454359999999,['BRD-K79124250']
COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)O)cc3c(c12)OCO3,,52.6,,['BRD-K17110974']
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,0.061688226,87.39166667,0.226718052,"['BRD-A75144621', 'BRD-A94756469', 'BRD-K23478508', 'BRD-K40476324']"
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,-0.285109006,87.8,,"['BRD-A93236127', 'BRD-K59873006']"
O=C(O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,-0.080788704,57.35,0.218196903,['BRD-K68538666']
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0.071822917,55.54166667,0.077861747,['BRD-K08252256']
Cc1c(Cl)cccc1Nc1ccccc1C(=O)O,,70.2375,0.48119469,['BRD-K50133271']
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,,74.3875,0.022234513,['BRD-K44067360']
O=C(OCCOCCO)c1ccccc1Nc1cccc(C(F)(F)F)c1,0.02453773,63.6,-0.017181596,['BRD-K73541271']
Cc1cccc(Nc2ccccc2C(=O)O)c1C,,56.775,0.094615415,['BRD-K92778217']
Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,0.221022757,41.9125,0.06266592900000001,['BRD-K50398167']
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,0.171521132,54.775,0.030760047,['BRD-A81233518']
COC1=CC(=O)OC(/C=C/c2ccccc2)C1,,52.3,,"['BRD-A75455249', 'BRD-K09497549']"
CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,0.262275458,58.75,-0.110236021,['BRD-A23359898']
CCC1(c2cccc(O)c2)CCCCN(C)C1,0.246575183,60.2,1.137135489,['BRD-A02710418']
CN1CCCC1c1cccnc1,,55.6875,,['BRD-K05395900']
O=C1CCCC2C3CC(CN12)C1CCCCN1C3,,50.0,,['BRD-A92826379']
COc1ccc(-c2nc(-c3ccc(-c4cccc(Cl)c4)o3)[nH]c2-c2ccc(OC)cc2)cc1,,53.525,,['BRD-K22631935']
O=C1NC(=O)c2cc(Nc3ccc(F)cc3)c(Nc3ccc(F)cc3)cc21,,89.75,,['BRD-K32292990']
O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc21,,58.3125,,['BRD-K13087974']
Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1,0.07177916299999999,52.3125,0.005743597,['BRD-K32021043']
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,,52.5125,0.00581168,['BRD-K00938507']
Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12,0.5086422429999999,,,['BRD-K44227013']
C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)c(CCC(=O)OC)c4C)C1(C)C3=CC=C(C(=O)OC)C1C(=O)OC,,50.0375,-0.444431127,"['BRD-A35782587', 'BRD-M45964048']"
NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O,,52.85,0.013139748,['BRD-A58837096']
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,,55.0125,0.741554754,['BRD-K82147103']
CC1C(NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,0.134983815,54.88333333,0.128097345,['BRD-K12437696']
O=c1[nH]c2ccccc2c2ccccc12,,61.775,,['BRD-K11163873']
CC1(OC(=O)/C=C/c2ccccc2)CC(O)C2(O)C=COC(OC3OC(CO)C(O)C(O)C3O)C12,,51.85,,['BRD-K07996107']
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,,52.69166667,-0.027327411,['BRD-A61899133']
CCCCCCN(CCCCCC)C(=O)Cc1c(-c2ccc(Cl)cc2)[nH]c2ccc(Cl)cc12,,70.35,,['BRD-K66093087']
CCCCCCN(CCCCCC)C(=O)Cc1c(-c2ccc(F)cc2)[nH]c2ccccc12,,72.3625,,['BRD-K09778810']
CC12CCC3c4ccc(OC(=O)c5ccccc5)cc4CCC3C1CCC2O,,67.15,,['BRD-A36066264']
CC(C)(C)C(O)/C=C/c1ccc2c(c1)OCO2,,,0.190734175,['BRD-A72441487']
CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,0.074622304,57.675,0.140435526,['BRD-A17411484']
c1ccc(-c2ccc(C(c3ccccc3)n3ccnc3)cc2)cc1,,85.1375,-0.044599321,['BRD-A94543220']
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0.144498017,56.55,,['BRD-K55889443']
COC1/C=C/OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,,,0.704954415,['BRD-K28346421']
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=CC21CC,0.3098765,49.1,0.317819236,['BRD-K59850506']
C=CCC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C=CC21C,0.046690271,64.825,0.85041117,['BRD-A27554692']
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.267698089,54.625,-0.009603879,['BRD-K62363391']
COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,0.132060295,52.29166667,-0.082132956,"['BRD-K76810206', 'BRD-K79062806']"
N=C(N)NCCN1CCCCCCC1,0.11652123,50.775,0.049024512,['BRD-M18219129']
CCN(CC)CCc1nc(-c2ccccc2)no1,,60.425,0.873654085,['BRD-K42596464']
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0.150316378,52.23333333,0.714657329,['BRD-A01636364']
Cc1cccc(C)c1NC(=O)C1CCCCN1C,0.097418774,50.525,-0.068545608,['BRD-A03216249']
CCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0.034433931,,0.083554691,['BRD-K50938786']
CC1=CC(=O)c2c(O)cccc2C1=O,,50.175,,['BRD-K36137799']
CC1=CC(=O)c2ccccc2C1=O,,80.3,,['BRD-K78126613']
O=C1C(SCCO)=C(SCCO)C(=O)c2ccccc21,,19.94166667,,['BRD-K68143200']
CC1=C(C/C=C(\C)CCCC(C)CCCC(C)CCCC(C)C)C(=O)c2ccccc2C1=O,,53.65,,['BRD-A55815733']
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,,54.303125,0.172638364,"['BRD-A51410489', 'BRD-A87445400', 'BRD-K06467078', 'BRD-K35586044', 'BRD-K99712306']"
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,0.139088493,53.44,1.175538026,['BRD-K93461745']
Clc1cccc(Nc2nnc(-c3ccccc3)c3ccccc23)c1,,85.2,,['BRD-K90524085']
CCCc1nc(C(C)(C)O)c(C(=O)OCc2oc(=O)oc2C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0.109834123,60.45,,['BRD-K78485176']
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,0.524378887,53.4125,-0.425033826,['BRD-A10977446']
O=C(NCCCNc1nc(Nc2cccc(NC(=O)N3CCCC3)c2)ncc1I)c1cccs1,,20.5625,,['BRD-K47983010']
C=C1CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC2(C)C1(OC(C)=O)C(C)=O,,63.25,0.332567461,['BRD-K99338088']
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,-0.001280968,54.325,,"['BRD-A47564106', 'BRD-K24125544', 'BRD-K95739795']"
Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,0.049219172,54.855,-0.020701107,['BRD-K78692225']
N=C(NCc1ccc(Cl)c(Cl)c1)NC(=O)c1nc(Cl)c(N)nc1N,,63.65,,['BRD-K41049123']
Oc1noc2c1CCNC2,,53.75625,,['BRD-K89104321']
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,-0.011763435,58.8875,-0.095794604,['BRD-K61250553']
COc1cc([S+](C)O)ccc1-c1nc2ccncc2[nH]1,,51.35,-0.011466257,['BRD-A41722204']
CCCc1c(OCC(O)COc2ccc3c(=O)cc(C(=O)O)oc3c2CCC)ccc(C(C)=O)c1O,,47.925,,['BRD-A96456596']
